Year,Player,TEAM,AGE,GP,W,L,MIN,DEFRTG,DREB,DREB%,%DREB,STL,STL%,BLK,%BLK,"OPP PTS
OFF TOV ","OPP PTS
2ND CHANCE ","OPP PTS
FB ","OPP PTS
PAINT ",DEFWS,All Defense,DPOY,Over5,Over4,Over3,Under3,Under100
2018,Tamera Young ,LVA ,32,33,14,19,881,106,132,14.6,21.4,32,24.2,6,7.1,299,202,160,550,1.9,0,0,0,0,0,1,0
2018,Dearica Hamby ,LVA ,25,33,14,19,475,101,82,16.9,26.2,24,32.9,9,23.7,171,112,65,304,1.9,0,0,0,0,0,1,0
2018,Azurá Stevens ,DAL ,23,34,15,19,700,104,96,13.7,22.5,31,24,39,44.3,301,212,189,612,1.9,0,0,0,0,0,1,0
2018,Aerial Powers ,WAS ,25,24,16,8,345,97,50,14.3,23.4,13,22,6,15,132,98,58,284,1.9,0,0,0,0,0,1,1
2018,Shekinna Stricklen ,CON ,28,34,21,13,639,104,68,11,16.1,20,19,4,8,211,171,149,552,1.9,0,0,0,0,0,1,0
2018,Allisha Gray ,DAL ,24,34,15,19,907,106,75,8.3,12.9,44,27.2,8,8.2,343,227,314,814,1.9,0,0,0,0,0,1,0
2018,Yvonne Turner ,PHO ,31,32,18,14,427,100,50,11.1,18.3,21,31.8,2,4.2,172,111,90,318,1.9,0,0,0,0,0,1,0
2018,Glory Johnson ,DAL ,28,29,12,17,652,104,126,19,28.8,29,25.9,14,23.3,242,151,225,588,1.9,0,0,0,0,0,1,0
2018,Shavonte Zellous ,NYL ,32,22,7,15,531,103,63,11.7,18.5,13,13.1,5,14.7,176,147,105,444,1.8,0,0,0,0,0,1,0
2018,A'ja Wilson ,LVA ,22,33,14,19,1010,107,198,19,28.4,27,16.8,55,51.4,338,247,215,638,1.8,0,0,0,0,0,1,0
2018,Rachel Banham ,CON ,25,33,20,13,424,101,23,5.5,9.3,15,18.8,3,9.7,189,131,79,306,1.8,0,0,0,0,0,1,0
2018,Lindsay Allen ,LVA ,24,24,8,16,358,99,27,7.1,11.2,15,24.6,0,0,133,77,62,248,1.7,0,0,0,0,0,1,1
2018,Kia Nurse ,NYL ,23,34,7,27,774,106,58,7.3,12,23,19.5,5,9.4,341,266,115,526,1.7,0,0,0,0,0,1,0
2018,Monique Currie ,WAS ,36,32,20,12,508,103,78,16.4,25.5,12,14.8,6,16.2,173,143,121,422,1.7,0,0,0,0,0,1,0
2018,Kia Vaughn ,NYL ,32,29,7,22,532,103,81,15.1,22.6,20,23.3,7,25,232,152,98,420,1.7,0,0,0,0,0,1,0
2018,Stefanie Dolson ,CHI ,27,27,12,15,745,106,104,13.2,21.2,15,12.1,24,33.8,337,232,161,702,1.6,0,0,0,0,0,1,0
2018,Kayla McBride ,LVA ,27,31,14,17,1000,107,96,9.4,14.2,33,22.4,4,4,354,246,199,676,1.6,0,0,0,0,0,1,0
2018,Sancho Lyttle ,PHO ,35,18,13,5,420,101,71,15.9,27.8,16,26.2,7,12.7,153,123,72,322,1.6,0,0,0,0,0,1,0
2018,Candice Dupree ,IND ,34,32,6,26,1006,107,169,17.9,28,30,18.2,11,18.3,316,301,221,928,1.6,0,0,0,0,0,1,0
2018,Victoria Vivians ,IND ,24,34,6,28,920,107,90,10.6,16.8,32,22.1,5,8.3,306,276,202,822,1.6,0,0,0,0,0,1,0
2018,Erica McCall ,IND ,23,34,6,28,418,102,46,11.9,18.6,12,21.1,16,45.7,149,112,68,330,1.5,0,0,0,0,0,1,0
2018,Tianna Hawkins ,WAS ,28,32,20,12,532,104,77,15.7,26.1,16,17,12,25.5,199,137,118,432,1.5,0,0,0,0,0,1,0
2018,Diamond DeShields ,CHI ,24,34,13,21,967,108,130,12.8,21,37,22.2,10,10,425,347,206,928,1.4,0,0,0,0,0,1,0
2018,Nia Coffey ,LVA ,24,28,12,16,386,102,45,11.4,16.8,9,13.4,6,17.6,149,74,70,258,1.4,0,0,0,0,0,1,0
2018,Bria Hartley ,NYL ,26,34,7,27,806,107,75,9.3,15,29,24.2,2,3.3,326,254,133,624,1.4,0,0,0,0,0,1,0
2018,Sugar Rodgers ,NYL ,29,31,5,26,608,106,81,13.2,20.8,21,21.4,3,8.1,291,175,96,392,1.3,0,0,0,0,0,1,0
2018,Carolyn Swords ,LVA ,29,26,10,16,376,102,77,18.8,27.8,5,8.8,17,37.8,114,88,89,254,1.3,0,0,0,0,0,1,0
2018,Kaela Davis ,DAL ,24,27,13,14,453,104,42,8.8,13.9,9,14.3,1,2.1,165,119,106,358,1.3,0,0,0,0,0,1,0
2018,Kiah Stokes ,NYL ,26,30,6,24,427,104,91,20.9,33.8,11,15.9,19,59.4,151,137,61,272,1.3,0,0,0,0,0,1,0
2018,Tierra Ruffin-Pratt ,WAS ,28,33,21,12,598,106,44,7.8,12.7,19,21.1,6,11.8,254,174,154,516,1.3,0,0,0,0,0,1,0
2018,Kelsey Plum ,LVA ,24,31,14,17,790,108,60,7.5,11.2,25,21.4,5,6.9,252,194,153,524,1.1,0,0,0,0,0,1,0
2018,Alaina Coates ,CHI ,24,32,13,19,364,104,63,16.5,29.4,6,12,7,17.9,167,137,97,312,1,0,0,0,0,0,1,0
2018,Amanda Zahui B ,NYL ,25,29,7,22,460,106,50,10.8,18.7,11,15.7,12,38.7,228,153,52,320,1,0,0,0,0,0,1,0
2018,Kelsey Mitchell ,IND ,23,34,6,28,829,109,51,6.6,10.1,23,18.4,4,6.5,302,232,184,748,0.9,0,0,0,0,0,1,0
2018,Marissa Coleman ,NYL ,32,21,4,17,384,105,37,10,15.9,10,17.2,5,22.7,147,104,91,306,0.9,0,0,0,0,0,1,0
2018,Kahleah Copper ,CHI ,24,33,13,20,524,107,56,10.4,17.8,10,13.2,6,12,246,167,163,500,0.9,0,0,0,0,0,1,0
2018,Allie Quigley ,CHI ,33,32,12,20,951,109,67,7,11.5,22,13.7,10,11.1,446,311,220,910,0.9,0,0,0,0,0,1,0
2018,Stephanie Talbot ,PHO ,25,31,19,12,453,107,35,7.8,12.9,14,21.5,10,23.3,194,123,83,364,0.7,0,0,0,0,0,1,0
2018,Cheyenne Parker ,CHI ,26,34,13,21,671,109,136,19.2,32.2,19,19.2,36,48.6,342,232,184,650,0.6,0,0,0,0,0,1,0
2018,Cappie Pondexter ,IND ,36,30,15,15,545,109,48,9.1,14.7,15,18.5,0,0,186,187,125,496,0.5,0,0,0,0,0,1,0
2018,Kelsey Bone ,LVA ,27,32,14,18,345,108,51,16,25.2,3,4.7,2,8.7,151,87,45,218,0.5,0,0,0,0,0,1,0
2018,Jamierra Faulkner ,CHI ,27,17,6,11,360,109,19,5.3,8.4,8,15.4,2,6.1,171,122,96,354,0.4,0,0,0,0,0,1,0
2018,Gabby Williams ,CHI ,22,34,13,21,781,110,104,13.8,22.8,56,35.9,8,13.1,350,273,205,794,0.3,0,0,0,0,0,1,0
2018,Courtney Vandersloot ,CHI ,30,30,11,19,955,111,97,10.1,16.7,40,24.2,17,17.3,476,320,245,938,0.3,0,0,0,0,0,1,0
2018,Epiphanny Prince ,NYL ,31,16,3,13,305,112,18,6.4,10,14,28,0,0,110,94,61,266,-0.1,0,0,0,0,0,1,0
2019,Natasha Howard ,SEA ,28,34,18,16,1066,92,187,18.5,30.4,74,26.4,59,50.4,445,251,253,848,6.1,1,1,1,1,1,0,1
